labels,samples
2,"[0.5476992625179198, -1.3169533186304756, -0.4634107743639582, -0.3319871413647899, -0.43860746155124625, 0.5127802979268815, 0.5566710206048802, 1.9966270727682556, -0.5364424847706891, -1.3119461725219945]"
1,"[-1.4311332710723523, -0.2482625906376058, -0.8696184308034659, -0.4265820707354631, 1.4896362595686234, -0.21345124948014643, 0.9980914023896812, 1.0962233890714308, 1.0356998429188333, 0.6886856622130771]"
2,"[0.4999089968900617, -0.7428627828386717, -0.4767594769813177, -1.2098916319697892, -0.5398692202544775, -0.6040264826967529, 0.4677003356568766, -0.06493656098920708, 0.23892056831230415, -0.556068378704824]"
1,"[-0.437241816468486, -0.5258000516869847, -0.7788204051761782, 0.6281399681745267, -1.2214585997873622, 0.17468548133483316, -0.04196584471103376, -0.4921410178997069, 2.7793797877538204, -0.11811032529933381]"
2,"[0.6433601528682807, -2.1218506943982147, 1.230752942336888, -1.3655871873874235, 0.43048043651562534, -0.7456822238701032, 0.762620433275751, -0.43296565422858185, -0.37370602650156043, -0.8009895142474565]"
2,"[-1.4620806773441575, -0.4776381595303905, -0.3643746541822157, -1.2051101889928595, 1.699774796369514, -0.7790826239853339, -1.4358536437482148, 0.7434461692243108, 0.08230990501259342, 0.5304438346610839]"
1,"[1.0041368856927788, 0.5066650858283316, 0.7817429913198712, 1.0640407641424885, 0.03627022728320485, -0.565671167120623, -0.34078027530750327, 0.4143265293529782, 1.3855889106581116, -1.2689288462911272]"
2,"[1.2472028029186275, 0.07228787607136301, -0.24325667047383187, -0.15741994013408023, 0.005615594784837068, 1.8223370337383709, 0.4366903902745092, -1.5043441458691569, 0.3875153785591028, -0.4744120117102336]"
2,"[-0.6285402014834253, -0.975289704487953, -0.7099414424088485, -0.8957152991372281, 0.9025353315012737, 0.7928792304291148, 0.50990083528583, -1.405076753835055, 0.033294330456192706, -0.05258569546852435]"
2,"[1.1469329624690834, -0.37377605814772075, -0.6010763509824287, 0.14100057483058634, 1.1961006492788908, -0.8595299312244021, -0.3099371581249503, -0.41614106756114416, -1.0106003118327482, 0.23046029130882392]"
1,"[-0.20506913398378762, 0.012369811879248297, -0.20899807871981524, 1.2947606353450252, -0.8689332385549451, -2.1069220568486893, -2.0736830761506453, -0.720731649739771, 1.0670240233123438, -0.6970426474468709]"
2,"[0.8787522851574184, 0.3968261526594658, 0.08519415058534578, -0.5446442138097736, -0.03576460583940853, -0.43198659686844176, 0.615613634575448, -0.7030994261649101, -1.278993679022839, -1.4915086386601575]"
2,"[-1.2038797858243895, 1.436229536805308, 0.06473077321871526, -1.3479063038463919, 1.269842789205227, -0.8792949544249751, 0.11361652645322237, -0.08504438928782572, -0.43881781077118515, -0.04455244338660824]"
1,"[-0.5126216988564734, 1.7734810597999235, -0.5458393224426253, 0.8468849337477595, 0.32877830799198654, 0.9396274954976469, 0.5672656162822497, 1.0409534615875193, -1.1471595680321613, 0.14514512046417044]"
1,"[-1.7355182635308122, 1.0291821174200046, -0.24917271341401248, 1.5823955548033193, -1.2407445844221139, -0.13436687283651033, 0.47372826061161594, -0.6133747151310649, 0.27703708095169766, -0.1480052661434647]"
2,"[0.1943603233648469, -0.08128349621283842, -0.971353614669697, -0.768837158802458, 0.8384795801246157, 0.7948108076426859, 0.2094100827779725, -1.0595317856921753, -1.1789025099403785, 0.4802412853476335]"
1,"[-1.8582784784435964, -0.8159086086410622, 0.6151046083358429, 1.99891306442099, -0.1820780611695686, -1.4342384032586335, 0.6043215764241556, -0.11178659504303139, -0.14133638824411235, 0.5083567083255172]"
1,"[-1.6204033518503083, -1.1231576948062418, 1.7954170581962283, 0.5888399727000458, -1.6304433329944072, -0.556762032827542, 0.1293084271273306, -0.7357018128933007, -1.0206229437825445, 0.001897289812147244]"
1,"[0.7863515327606841, 1.4616885831683673, -0.8138720551486001, 0.29858005169651086, 0.5523655993081796, -0.6920351710343101, 0.3925663414019127, 0.06083996717813378, 1.7350244054120232, -0.6560120497879702]"
2,"[1.4902463416624234, -1.240719415161447, 1.0824443911403228, -0.6602880445624865, -0.8248484915336731, 0.8560627501260424, -1.0191851398744303, 0.26638812017516555, 0.0572333597358118, -0.4752063194154912]"
1,"[0.6533928332541213, -0.13214299254889583, 0.0770626857073151, 1.4022729151188515, 0.30376926319122416, 0.8342690143465225, 1.4660123432160832, 0.07008371105456372, -0.4044752710980752, -0.43938668728190317]"
2,"[1.0673784759744864, -0.9401731049482156, -1.1175086272227654, -0.27710945831351697, -0.5634732756282254, 0.379967922309639, 1.7827035209107363, 0.8966245915116409, 1.31235581505681, -0.7386114173553483]"
2,"[0.3059058671579015, -0.5685732461946592, 0.020702237362327656, -1.3583671020013248, 1.3183789994110948, -1.1345575881926295, -0.04825607183536087, -0.738134857077395, -0.64535836166552, -0.6679631191020986]"
2,"[-1.0110637328447667, 0.281353285098093, 0.1908298860972029, -0.9806384313706233, 0.6144286189975173, 0.5639362333714688, 1.166435125850583, 0.5342823970482501, -0.32925075460165104, 0.498466234362709]"
2,"[-0.5903075820996468, 0.09641005664636954, 0.28925574179155306, -0.8010008094896465, 0.8416128463468009, -0.6574013541441486, -1.4808259034680606, 0.46327723004304877, -0.10885319065097285, -0.9751088621251952]"
2,"[1.30431268911782, -1.3197746263000671, 1.959303062657556, -0.8366980230166393, 0.6247831347747184, 0.6875278320650489, 1.0541728122345166, -2.169965652551067, -0.6329562633094178, -0.15194610678742357]"
2,"[0.022436617789135718, 0.735151942805195, -0.6408701654036822, -1.0562339258063433, -0.07830514599044204, 0.5852230439629328, 0.8609787219253585, 3.3520941266238604, -0.41064509233921054, -0.7055603504842883]"
2,"[0.9878138174425928, -0.01595828736011834, 0.8339315535747603, -1.6590781401657109, -0.21228475135061708, 1.4472488203389022, 1.413505679797391, 0.6507614739914904, -1.1042175712391882, 0.8090060120007828]"
1,"[1.0570284280249855, -0.0007601199676963244, 0.5961778407705403, 0.64892845081577, -1.201581960393492, 0.464257135614673, 1.4615944108884682, -1.4330167347779321, -0.13954257363832592, 0.37403812419588167]"
2,"[1.3682754768438714, 0.2658523696903571, -2.2985332109935555, -1.0420120614506871, 0.713394163637195, 0.5693768256592481, 0.471814761259528, -0.6156983179274532, -0.3246607598084201, 1.687789492883037]"
1,"[-0.4093673826640461, 2.4822553981463487, 0.3744585655586151, 1.0237867067012605, -1.8633389705144525, -0.6170142905089039, -0.7941107835742344, -0.5172942968408101, -1.5769235552013583, 0.4601380096575649]"
2,"[0.06753841395944775, 1.2889409996776198, -0.647716361860528, -0.5064449473623769, 0.1789471365964283, 0.19945196402554813, -0.020298278518272556, 0.055742835880343546, -1.0683074915195832, -0.6280280521188069]"
1,"[-0.371882408021583, 0.33066865804421625, 0.5993843474687263, 0.9686244024239868, -0.5471236722959526, 1.1303629036806724, -0.26919992270641707, 0.7231883656906877, -0.15565823682044835, -0.2701166455032909]"
2,"[-0.5211529865373054, 1.1194596223735918, 0.6286294403294389, -1.510087157199327, 1.1133082105434653, 0.3179480033437782, -0.10452842961974297, -1.5065968144327728, 0.641229567665198, 0.4627252655525885]"
2,"[-1.6066477058138362, 0.01852894354563323, -0.7705556532026173, -0.5874942298139976, -0.8720589322802187, -1.3387037477578805, -0.6968368782234204, -0.7032017741293388, 1.0976018048202272, 0.4369284919993515]"
1,"[0.06566777630056496, 1.0168768755072481, -1.1592408168333024, 0.9352181961464178, -0.5824843203751039, 0.7056800034696912, 0.3709460096994604, 0.2769117202800467, -0.6429604656571, -1.2023700815493665]"
1,"[-1.7638646798658242, -0.6039383378329876, 1.0298150294195014, 1.8653163141935512, -0.13654463723909868, -1.0250475819984033, 0.46777470485438416, 0.8621353541915037, 0.6058570180072586, -1.753940997453721]"
2,"[-0.9112058599057433, -0.6531777524956988, -1.3161616185024896, -1.2919259555692182, -0.20416353966262554, -0.5327665620994991, -1.6727275777232347, 0.29502730998394244, 0.7579851925260714, -0.7005211012382524]"
2,"[0.5650344484791381, 1.086729198051328, -0.23922568788472265, -0.9179186590635052, -0.2062337438183508, 0.870059349180692, -0.09284342070864673, -1.0431419245370144, -0.5353909735833932, 0.081826900925743]"
2,"[1.6341532049115393, -0.4759540558753113, 0.6636487205786605, -1.3741911708774948, 0.21217758304432255, -1.3911669633281534, 0.1805437792643046, 0.39022713044163676, -0.8181706929572197, 1.4375940774327889]"
2,"[-1.7118815004642223, 1.9440681726867644, 0.7570248994537772, -0.8051321737139931, -0.9759244649215737, -0.43641435060683165, -0.09108569467566253, 1.891685955458542, 0.5194047783561232, -0.5964044367760357]"
2,"[0.625940538997499, 1.953214635127913, -1.3750469052570937, -1.7450458516605167, -0.44670187825016533, 0.3869343492951998, 0.6124298289307973, -0.27382571634982034, 1.2794384979472018, -0.6739261827444667]"
2,"[-0.08903568733538186, -1.6578497541105364, 0.8492281518882271, -0.5720806350868897, 2.0633094031121186, -0.7266103019745568, 0.3795879114476772, -0.8181000310279366, 0.4014717066935063, -0.08277322550360156]"
1,"[0.9497307270070775, -0.8885800686180645, 0.7669462196146433, 1.4233024545127277, -1.0161175310299588, 0.33231088367203326, 0.46008955278221136, -0.5800731195367745, -2.6851835828742967, -0.7551940296658334]"
1,"[-1.3234225853401937, -0.7342100492397018, 0.44073557381105694, 0.22084166922081638, -2.497868194239502, -0.02985124334536721, 0.9943528427311898, -1.3261522864139033, 0.32489261444168516, 1.8207448991755095]"
1,"[0.4747454110252208, -1.0827500582676863, 0.7201910106039786, 1.119973675548662, -1.414176898692608, 1.045986673277489, 0.11450192189922528, 0.1609585700055047, 0.04104602587880064, -0.6926624433620813]"
1,"[-1.242568112479065, 0.13011383211464225, -0.2786539148439502, 0.8529892845659476, -0.2581973826264379, 0.9919480435000239, 0.3343493296016219, -0.8193971141414895, 2.181035110711711, -1.3381573674866702]"
1,"[-0.2140978342884334, 1.0344785800104952, -0.21124206217813607, 0.25865611615346723, 0.5158545141982017, -0.6187880227537388, 0.0024506560058156946, -1.7625700868153593, -0.2104433007053916, 0.6068307182921724]"
2,"[0.25526844829066714, 0.19092169334101272, -0.6492444032057145, -0.7986120241999979, -0.9204367025507016, 1.0718803309372549, -0.29971541342427427, 0.22886593773091574, -0.21573566811253211, 0.23540744690787352]"
1,"[0.009852790449255924, -1.1344266487095909, 0.13357260600943296, -0.25288180252476566, 1.5953145314707036, -1.3522561548812795, 1.841047161344621, 0.8077825050027213, -2.2107370253791148, 0.7156364842801122]"
2,"[-2.590939808820706, -0.6346753997748514, -0.45912559424265903, -0.0921182467053846, 2.479747803279395, 0.36674840617799737, -0.567058608615998, 0.20826460984143746, -0.17784338229886187, 0.5159976030989184]"
1,"[0.07898704193700387, 0.055290582480409245, -1.1331384432750577, 0.5262063612402544, 0.1910334241673748, -0.6260316902613102, 1.3011318123850635, 0.6514971633199588, -1.504367235544363, 1.2146391953140536]"
1,"[-1.0509371018445202, -2.1477947886567765, 0.2267250529741951, 1.786088510778394, 0.03446680801867883, 0.8229689335077798, 1.15266174947434, 0.4065197103632811, 0.09378028459514219, -1.2632142436338578]"
1,"[1.1237946292300367, -1.3229420867183506, -0.16576355313251528, -0.2949549187539368, -1.3559508049384874, 0.41067079238223997, 0.04836358557521716, 0.43255764052167484, 2.2100781159101914, 1.4907062104057152]"
1,"[-0.16568097116309202, 2.099063220225775, 1.0633243572865012, 0.8148936047552244, -0.41891314458302115, 0.3821605508176579, -0.8920439618110618, -0.1171735433490061, 0.09444170253768672, 1.4364668895660284]"
2,"[0.0967748835579301, 1.520946895413131, 1.1205616443099415, -0.37038051174352377, 1.3054556596815166, 1.3244322809148847, 1.6548447805903348, -0.5821788529039331, 0.10313842700204173, 0.4607711534805962]"
1,"[0.05511123599393878, 1.1864917223664146, -0.8332758001057649, 0.3953793434195771, 0.195716722257423, -0.9828382184356355, -0.40950344373947895, -0.16843467333509302, -0.7929723075331272, -0.38269537309120394]"
1,"[-0.2110116381725822, 1.807201112043213, -1.5381493720068398, 0.5797732376928713, -0.5379795910251098, -0.38628541928575105, -0.49900375797243546, 0.15291564135529376, -0.5361281576679628, -1.1699291350895913]"
2,"[-0.6217513837915364, 0.6947714342250007, 1.3810293822938895, -0.7837216872030036, -0.9814535526666903, -0.8126641410839218, 0.20645340468246678, 0.12811399353950523, 0.540384832629622, 1.7201623284163952]"
2,"[0.30767275003635686, -0.43236919285346187, 1.4167760292644338, -0.6334479725208004, -0.6837757865662198, -0.11052216429014482, 1.2537144140498657, -1.0884314054698452, 2.282403041673975, 0.8169308621857254]"
2,"[0.022074493261369392, 0.8450473021274525, 0.1535361567678249, -0.38789391408694285, -1.2183929035376202, 1.011797048318578, -0.4562153396875096, 0.4905210421585738, 0.04336303641127479, 0.6142289079334116]"
2,"[1.0538140642391944, -0.07414341757210326, -0.6027062617506279, -1.024479781168809, 0.09353228393048074, 0.8440078465521903, 1.8824295998009908, -1.3708053859441474, -0.746949495586723, -1.0012951150604787]"
2,"[-0.5128485352881921, 1.5352878193213313, -0.21982479907960506, -1.456686793844915, 1.3851759946698132, 0.4531624556006317, 0.6965836008564492, 0.042403146734397074, 0.48580044663436717, 0.8408435532110327]"
2,"[-1.355265130894118, -0.755208174129803, 0.15776802205091192, -1.3178540779684123, -0.9034591644745146, 1.435236413487402, 0.6551016684736843, -1.3786446320116832, 0.08655997603349495, -1.0940928947227755]"
1,"[0.9383766989763817, -1.4119500032206218, -1.1544539060023997, 0.2612133507401366, -0.4879632489228723, -0.30597875596113344, 0.9999576672514603, -1.0605643854521054, -0.8526821706497102, 1.1277497986912268]"
2,"[0.423227093728083, 0.4124974316457116, -0.45589814242946103, -2.016350870301874, 0.9678824848512695, 1.4763115192940601, 1.0102397113014667, -0.11558056315017386, -1.5815504091988177, 1.551680838490104]"
2,"[-0.45974643178394153, 1.8145734060075223, 0.7572638641750493, -1.7576456654577914, 0.3360170325398757, -0.6043573500350651, -1.3269902034560779, 0.33679845297126093, -1.6311588026232267, -1.141879904420479]"
1,"[-1.0325765745237836, -1.177883467767974, -0.19462211341618998, -0.19670783436595904, 0.23228197984530805, -0.020784264083550125, 2.1932888254262286, 1.094740863606487, 0.921007309627971, 0.17230315323692488]"
2,"[0.5727672312321707, 0.9214906334350317, 1.5835467472933102, -0.42718664881586255, -1.2213007423517397, -1.3276576354265273, -0.3074407650626674, 1.5125830151372086, -0.8443038687552179, 0.10545179930421783]"
1,"[-0.2733763988393052, -1.3243831238665111, 1.471692216724282, 0.9661625256290218, -0.29122220665818943, -0.02309831179828907, 0.46473260268066025, -1.062407662158006, 0.2144194361682006, 0.46837847244520037]"
2,"[0.34459622822003616, -0.6772500176273202, -0.5746474240401349, -1.4673097486507156, 0.8856073059048943, 0.6030311942818681, 2.9271017571038005, 0.5261634674343544, 0.031416558774108046, 0.21168853626476677]"
2,"[0.44665736443754794, 0.8679400436295179, -1.3436863557801788, -0.3604870198417758, 1.1510145851659779, 1.387829296050295, -1.022088553544694, -1.1302744960361186, -1.2760940882901979, 0.2813084554600018]"
1,"[-2.4875736002180133, -0.22447571162794688, 1.242351775800071, 0.10158537552653372, 0.007636868960517125, -0.47345732692366277, 0.12383827115389835, -2.803732621987244, 1.5987723092478476, -2.11745764552071]"
1,"[-1.1247515076925287, 1.32988034420006, -0.9401168317814887, 0.8512142743010759, -0.5899770148194187, -0.4664908999381019, -0.9751344552101857, -1.0438360666720015, -0.17086777789862045, -1.30212956533854]"
1,"[1.7213997860099817, 0.2965818358038798, 0.17314078441896733, 0.9222979414450403, 0.1196766207682461, -0.16431896748089259, 0.9405306485079372, -0.9503528546474002, -0.10993951330892911, 0.8822895315901949]"
2,"[-0.15216843681801376, -0.12275237848249428, 1.2905398210876864, -0.1307081412639761, -1.550478348105884, 0.45474899990177325, 0.3189378209019004, 0.1570804941652178, 0.19898566826430522, -0.37851470524155145]"
1,"[0.6097995502149258, 1.6618798944558977, 1.4884578292406292, 1.4269497690329918, -0.31491596699535374, 0.6320382427672797, 0.8091484162083236, 0.7109359969985243, -0.426169984386893, -1.2147710667013765]"
1,"[-0.5062367110452677, 0.9442151815952561, 0.9409001600419205, 0.5199718010516682, -1.4335083183088306, -0.7852244121919213, 1.0096799323418484, -1.1475611685627594, -0.21278283630711653, -0.12652346367506875]"
2,"[0.006898830818263203, -0.6909778496765514, -0.4825089110520855, -1.1390006166080495, 1.1901906066891361, 0.5854021372928447, 0.9492388795404176, 1.054658968705335, 0.3176999502832093, 0.7007460927330019]"
1,"[0.2012183109103541, -1.1280863022813512, -0.7079269031649763, 1.128973127646969, 0.3494488945620674, -0.02452903478413991, 0.9349097441611788, 1.3277233378013469, 2.2046782424907176, -1.2638809632656862]"
2,"[1.67483118206147, -0.8895273769240466, 0.03762208208921691, -0.5912911156928229, -0.7100226433621752, 0.7966361430503767, -0.4968983056916453, -0.8333275841118121, 1.2519190065234986, -0.22763173566906364]"
1,"[-0.6322641843377862, -1.5671186696931456, 0.22452771999930987, 1.3051952948159378, 0.1062360212496177, -1.9135741120677385, 0.03709765714196795, -0.6570002816322911, -0.8772723792040326, -0.8453115004772974]"
2,"[0.9258294909707704, -1.222388511137444, 0.048596370304772415, -1.2857083371202749, 0.7725283745209653, -1.2772504517567131, 0.19979434653806807, -1.9148780447319533, -0.5431918146116391, 0.8843079173533129]"
2,"[-0.15628200870084247, -1.9075300572777034, 0.7977888535203547, -0.5139995110939969, 0.9122234675502392, 0.4066872305751008, -0.13283093421717065, -0.5482398625608734, -1.0317964019976973, 0.4931468669404227]"
2,"[1.5917642910882859, 0.08968666344606631, -0.6040876872907311, -0.9197110951177239, 1.3962533926522074, 0.9310117909541393, -0.8691814635124012, 1.2775697951926923, -0.2821743837343825, 0.300148321430476]"
2,"[-0.32589462740271913, -1.8719001967657674, -0.7155347401677093, -0.503481111024278, -1.1573218809437245, -1.927750816279023, 1.5217450218239572, 0.5154625317475422, -1.6013079665320717, 0.4585695397323281]"
1,"[0.845152011558606, -1.594027434151041, -0.3521874533973344, 1.1157314639420803, 0.6571561415722955, -0.8902156002427177, 0.738290650810048, 0.03855952466431391, 1.6342574842520408, -0.7334503358888199]"
2,"[-1.0388812032403447, 0.48381466394131006, 0.7905875421589891, -0.780403526481516, -0.5609615366525678, 0.2860784970599424, 0.13277262474636806, 0.21931616330738185, -0.24947515024979258, 0.6108511815684216]"
2,"[1.4455972011518192, 1.2248083358744695, -0.5142797943730972, -0.8886070292327725, -0.6683383778619341, -1.1854696733970542, 0.21417373137508233, 0.48452000606602635, 1.9611648381548568, 0.19055304428139253]"
2,"[0.5039778118087844, 1.330631246087505, 0.3143003870416965, -0.23310401566564734, 0.032440291345136825, -1.475943877113513, 2.223719897055023, 0.48000250878460515, -0.4580746972470021, 0.43786285879273423]"
2,"[0.7568088848395679, 1.371188628956216, 0.7406001210817147, -0.5163408595126452, 0.2239417482466376, -0.999145829724856, -0.25765762225540306, 1.2188382771494863, 0.6271698289855979, -0.44212455466210243]"
1,"[0.7297756785195739, -0.6199904933546282, 0.16448854781768613, 0.7063546555590385, 0.29039856364408906, -0.26235789412024557, 1.2917653134557252, -0.1536590726485961, -0.3865729603776552, -0.22742740288981259]"
1,"[-0.7136994805285627, 1.5382925119894462, 0.28305693979871177, 0.10493499947878655, -0.8662286921579185, -1.0450159823702323, -2.1399822107395345, 1.148333703158422, 2.119320516431812, 0.6897188378152056]"
2,"[-0.5204877352980941, 1.170801996368483, -0.9710918007320483, -0.9232248119196607, 0.48873449025834315, -1.381153926080643, 0.8850632870371175, 0.7367864581131622, -0.04663383004650028, 0.9785791953673919]"
2,"[0.5398962927075392, -0.4079768178131753, -0.16526848677768843, -0.8903641296585929, -0.39078830855294683, 0.24702299739172712, -0.16238766528067283, 0.9659546972772304, -1.2496476092562574, -0.9498732842332815]"
1,"[-1.063355124976462, -1.0269738907581987, 1.1012331113566831, 1.2048242003264447, -0.10115311667253798, -0.9104622529632802, 0.132885183531785, 0.4920947687799393, -1.1666570632022475, -0.5877869656210498]"
2,"[-0.1499285542052569, 0.8574697368203305, 1.3641342908847416, -0.5934030245517361, -1.0739026724639091, -0.735064114242438, 1.5103765844968462, -0.2849096968936035, -0.6973421260290982, 1.0486691758857867]"
1,"[-0.7161977328886585, -0.8443343685305301, -0.5962389814653613, 1.2443047463405486, 0.05557077441201792, -0.17470132148217646, 0.8139010099247228, -1.382411239771899, 0.3293321008176497, 0.34553418114477424]"
2,"[0.9464604170161541, -1.2001273085060333, -0.6677951107514852, -0.5301149778920249, 1.8216931616485277, -1.2175415450254234, 0.7105147605301068, 0.19831861706056048, 1.3685476719031406, -0.6413154386230604]"
1,"[-0.6104512675585135, 0.018347728783778702, -1.1471107390893625, 0.7776798635053402, 0.11581056984490656, -0.6239453035591713, 0.26925115705356495, -0.5995313929324342, -0.46724547203240685, -0.7445361086448055]"
2,"[-0.08359364738159017, -0.10539916607783821, 1.3330403155988875, -0.5586259895122045, -1.6263780671523118, -2.461922474323054, -1.1817139960815606, -0.742977638483387, 0.6376480816543298, 0.813695113526506]"
1,"[-2.239144984929288, 1.1339372711919333, 0.0896859257047169, 1.1599537608573791, -0.6212188070783297, 1.456444301594498, 1.655627667142476, 0.584482553581298, 0.45247870214502955, -0.17737258713506945]"
1,"[-1.546625565336568, 1.0528962935012547, 0.9691836817134502, 0.7126777968434721, -1.3324236395333822, -0.2930901071678039, -0.38262098881878465, 1.0285632778145408, -1.5864608742954796, 0.5751169279200605]"
2,"[0.36900199730626493, 1.9534902551848652, -0.12380096725684733, -0.0982937528300727, 0.13913327783339408, 2.1435242257946574, 1.7969170825370915, 2.458933841439283, 1.6024828024735154, -1.4306472090168565]"
2,"[0.14607162790944528, 1.4512844685775814, 1.1411354595557257, -0.43702350690223274, 0.0036205330984670253, -1.5318594454615249, -0.7740944145639735, -0.6662197052003419, 0.07363161015035265, 1.145324336324461]"
2,"[-0.2613408443097233, -0.5306234026836516, 0.2880742468947452, -0.5073883602356343, -1.4752543287838908, 0.36507990391231987, -0.4158137706469162, -1.4084066093906293, -1.5539571993666574, 0.8204822234476377]"
1,"[1.3068790941278043, -0.35278335884929174, -0.6120087489679604, 0.2951021545726761, 0.09705873749231556, -0.3922582324296531, 0.3812984029903525, 0.5490985315820455, 0.3591726982409635, 0.30444218772121595]"
2,"[-1.678786777119061, 1.1906726833090824, -0.15184742830846956, -1.6201184316332002, 1.345258450949064, -0.16566166154187137, -0.8609908018950078, -0.5508482156345338, 0.9738132390192012, -0.6210960865654361]"
2,"[-0.7951541035902031, 0.21437001543032067, -0.041356234316580136, -1.0352852227130487, 1.2319610821542188, 0.08798710860312951, -0.129344626836712, 0.4713414389630915, 1.686200293944254, -0.7378880985029761]"
2,"[0.4144231954476967, -1.0153631245794956, 0.03876835111077749, -1.1350401219292445, 0.390171452954514, 0.34870854753957126, 0.9733073648256884, 0.09197401528813526, -1.3402526525838023, 0.29016095727656765]"
1,"[-0.5857444061682994, -0.44203651209515027, -0.9685155515855839, 1.3708421156836443, 0.2831534315988129, 0.6686269088856333, -0.6032241483661236, 0.19220915292648943, 0.4871304495869451, -1.8706466715972112]"
1,"[-0.045103675454202616, -1.1745391330611736, 0.6351319464899527, 1.3717429321829424, -0.019214040089092645, -0.5956940896355919, -2.2460909757564234, 1.6688561966657816, 2.3900390850886497, 0.5644666813696148]"
2,"[-0.5263508975959736, 1.4780196141019637, -0.4885630013412082, -2.065761211945532, -0.47701341838845374, 0.8611785460358456, -1.5510525356766767, 0.6399845373409936, -0.4183230693533615, -0.82842382796117]"
1,"[0.32524901328150946, 0.5475783875107448, 1.5199935560430982, 0.3400940905174664, 0.1888973975384933, -1.2039941970356378, -1.2854761114203368, -0.17262789983812601, 0.5747652553737445, -1.2291405535577198]"
2,"[-0.19452174851072856, 1.1409156672008345, 0.7967082759958769, -0.3728138296059479, 0.9269467315457687, -1.4708989090742963, -0.41717050600685257, 1.5372752215652912, 0.10813796850892254, 0.10810045096389906]"
1,"[-0.2768318399090305, -0.5133396378524008, -0.11222403095935841, 1.7625690197067156, 0.8598468364105792, -0.5349561551273501, -2.090747792011178, 0.3637818351178928, -0.45659213814358957, 0.045085373013468426]"
1,"[0.46724861953747415, 0.6331139253427496, -0.2922472944866761, 1.3155665437756152, -0.5184600239856179, -0.3955658939860508, 0.3321624731992356, 0.6945045886498824, 0.7860391424110876, 0.06582371114421393]"
2,"[1.676714026165109, -1.0959038627179891, -0.6210608468558325, -0.44883964422859746, 0.8148528072601325, -0.0513080408262391, -1.442029302108814, -0.5322300062241362, 0.39603190246945186, -0.28839435650361905]"
1,"[-0.05253434869952005, -0.08455187263622663, 0.8486911953033763, 0.9863938670608657, 1.0066606590366787, -0.5366853669963876, -1.3356331101934502, -2.47458764846135, 2.1402821411031963, 0.7204694821292517]"
2,"[-0.25718556707397766, 0.7475092703980053, 0.41146191942987353, -1.0577736879150306, 0.9358141254294506, -0.8667715750785284, 1.6390986105018293, 0.6216885720166193, 1.128972059219023, 0.5941927838609373]"
1,"[-0.7839689313786344, 2.336776838400537, -0.6835753508115905, 0.1285174170119955, -1.550481260604696, 0.22163424126657208, -1.265142165836935, -0.22479496131133508, -1.2987973103613784, 1.062707701198273]"
2,"[0.5377550788565614, -1.3170477239255736, 0.2912921782011196, -1.1803597595236988, 1.5902502785360173, -0.47956572484840215, 1.7635705373681672, -0.48293476783202804, 1.4047516013897894, -0.7854084203479483]"
2,"[-0.6628301392109612, 0.9673683514975914, 2.046138653344864, -0.1314719716970187, -0.6166391939459965, 0.4541429156948958, -1.9483297737949266, 0.9560249180352728, -0.993879543381208, 0.14009627812990672]"
1,"[1.0148124388357778, 0.18127933182101685, 1.1385506419531204, 1.1774623227037573, 0.46599894203039893, 0.24389038185835074, -0.603043250318132, -0.008441497970697416, 0.014126520390594609, 1.5571076485005408]"
2,"[-1.6936969493887204, 0.2724878683055692, 0.994465387583501, 0.05387017594657369, 0.2177672507647333, -0.22893523381711625, -1.0849305254386346, -1.5484855055772568, -1.8052325377929679, -0.004127169594878458]"
2,"[-0.2000136314472746, -1.365641493179282, -0.14076365426444276, -0.7436815797309801, -1.0293682356260305, -0.3376307194995959, -0.17747657246147602, 2.0681460062879657, -1.946941843916528, 0.45578658483745843]"
1,"[1.6105388203270021, -0.8779611005970562, 0.6754608133946922, 1.5958874722052185, 0.7549019317094159, 0.8883086559507102, -1.3770587631835067, -2.020036018124714, 0.8090126653132772, 0.47164683760439413]"
2,"[-0.8407767080701117, 0.6611327658567956, -0.9831181049516107, -0.3108235202028826, -1.2249937908456336, -1.1602175138794595, -1.8861139101448678, 0.6801545933600199, 0.12651842501752875, 0.9622162647773221]"
1,"[0.5992623367791635, 0.7911581554015877, -1.6268519340822547, 1.3042359083024457, 0.17282972409124345, 0.6773174886066186, 0.00953381957383893, -0.05154620453413746, -1.2381936115422545, -0.9902246912456576]"
2,"[-1.4872635900798623, -0.43929441806397435, 0.09116826861715031, -1.0820860524019964, 1.1844762840195624, -0.9530308150125946, 0.7071580967507086, -0.9031309225446118, 0.6872718330805007, -0.3040167006825065]"
1,"[0.38459166166735115, 0.5576504558911861, -1.000605371885186, 1.559840290742174, -0.32874684135481946, -1.3328300936327997, -0.38191850139908423, 0.3581790440750534, 1.3120363686201633, -0.8305093653418824]"
2,"[-1.236202451538723, 1.707321394948005, 0.7419996355847828, -0.6846531704671973, 1.331625044009067, -1.1684770554165882, -0.3024399390248576, -0.5689810322235316, 0.8726992270194004, -0.5814632018613184]"
2,"[-0.9578497369302512, -0.9277398190719932, 0.059257433845831715, -1.2840141631559854, 0.7434861013650421, 0.10426942422428344, 2.232733644790778, -0.5775954881206519, -0.46158348871619737, -1.728224805841597]"
1,"[-0.5264048093936468, -0.11752319322874005, -0.6170879393583473, 1.6705061543380997, -0.14611161333747583, -0.002870883785457328, -0.8442527075100152, -0.40819339345208483, 0.2738733325887524, 0.25198430336542194]"
